Row ID,Order Priority,Discount in %,Unit Price,Shipping Cost,Customer ID,Customer Name,Ship Mode,Customer Segment,Product Category,Product Sub-Category,Product Container,Product Name,Product Base Margin,Country,Region,State or Province,City,Postal Code,Order Date,Ship Date,Profit,Quantity ordered new,Sales,Order ID,Manager
8241,Low,7,2.12,1.99,117,Linda Weiss,Regular Air,Home Office,Technology,Computer Peripherals,Small Pack,Fuji Slim Jewel Case CD-R,0.55,United States,West,Washington,Seattle,98103,4/9/2015,4/11/2015,-55.84,46,99.94,58914,William
20688,High,5,6.3,0.5,120,Helen H Murphy,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 51,0.39,United States,West,Utah,Layton,84041,1/12/2015,1/13/2015,41.3,10,59.85,86520,William
20689,High,9,205.99,3.0,120,Helen H Murphy,Express Air,Corporate,Technology,Telephones and Communication,Small Box,6185,0.58,United States,West,Utah,Layton,84041,1/12/2015,1/14/2015,1179.02,10,1708.73,86520,William
25762,Critical,4,18.97,9.54,136,Dale Gillespie,Regular Air,Small Business,Office Supplies,Paper,Small Box,Xerox 1939,0.37,United States,West,California,Petaluma,94952,5/16/2015,5/17/2015,3.04,5,101.74,88534,William
25764,Critical,9,10.98,3.37,136,Dale Gillespie,Regular Air,Small Business,Office Supplies,"Scissors, Rulers and Trimmers",Small Pack,Fiskars® Softgrip Scissors,0.57,United States,West,California,Petaluma,94952,5/16/2015,5/17/2015,2.71,8,84.52,88534,William
22329,Critical,1,95.99,4.9,156,Diana Xu,Regular Air,Corporate,Technology,Telephones and Communication,Small Box,T60,0.56,United States,West,Colorado,Fort Collins,80525,5/14/2015,5/15/2015,713.88,13,1050.08,87671,William
20324,High,3,10.89,4.5,156,Diana Xu,Regular Air,Corporate,Office Supplies,Appliances,Small Box,Belkin 6 Outlet Metallic Surge Strip,0.59,United States,West,Colorado,Fort Collins,80525,1/25/2015,1/26/2015,-18.64,3,33.82,87672,William
26102,Medium,5,100.98,35.84,164,Robin Kramer Vaughn,Delivery Truck,Home Office,Furniture,Bookcases,Jumbo Box,"Bush Westfield Collection Bookcases, Fully Assembled",0.62,United States,West,Washington,Richland,99352,1/2/2015,1/4/2015,-111.4,7,715.55,89961,William
26103,Medium,2,4.98,5.49,164,Robin Kramer Vaughn,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1952,0.38,United States,West,Washington,Richland,99352,1/2/2015,1/3/2015,-77.03,9,45.63,89961,William
5361,Critical,2,49.99,19.99,181,Wesley Waller,Regular Air,Small Business,Technology,Computer Peripherals,Small Box,Zoom V.92 USB External Faxmodem,0.41,United States,West,California,San Francisco,94122,2/21/2015,2/21/2015,-76.89,18,901.81,38087,William
522,High,7,1.68,1.57,181,Wesley Waller,Regular Air,Corporate,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 323,0.59,United States,West,California,San Francisco,94122,5/22/2015,5/23/2015,-35.75,116,186.59,3585,William
19663,None,0,213.45,14.7,193,Danny Hong,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Panasonic KX-P2130 Dot Matrix Printer,0.59,United States,West,Utah,Layton,84041,1/3/2015,1/5/2015,-560.81,1,224.12,90430,William
20645,Medium,7,6.54,5.27,193,Danny Hong,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,Wilson Jones® Four-Pocket Poly Binders,0.36,United States,West,Utah,Layton,84041,3/30/2015,4/1/2015,-66.04,21,140.3,90432,William
24273,None,2,6.48,9.17,194,Tammy Goldman,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1996,0.37,United States,West,Utah,Lehi,84043,1/10/2015,1/11/2015,-105.69,4,28.2,90431,William
20646,Medium,9,3.29,1.35,194,Tammy Goldman,Regular Air,Corporate,Office Supplies,Rubber Bands,Wrap Bag,Acco® Hot Clips™ Clips to Go,0.4,United States,West,Utah,Lehi,84043,3/30/2015,4/1/2015,15.66,23,71.55,90432,William
26303,Medium,5,119.99,56.14,218,Frances Saunders,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,0.39,United States,West,Utah,Murray,84107,6/9/2015,6/11/2015,-102.51,6,730.37,88048,William
18885,None,0,442.14,14.7,236,Shawn McIntyre,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Okidata ML390 Turbo Dot Matrix Printers,0.56,United States,West,Colorado,Louisville,80027,2/22/2015,2/22/2015,3294.83,10,4775.11,86621,William
24327,Medium,10,19.98,5.77,240,Gilbert Scarborough,Express Air,Small Business,Office Supplies,Paper,Small Box,Xerox Blank Computer Paper,0.38,United States,West,Colorado,Fountain,80817,4/20/2015,4/20/2015,35.09,3,57.41,90479,William
24328,Medium,6,259.71,66.67,241,Amy Ellis Holder,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,"Bevis Round Bullnose 29"" High Table Top",0.61,United States,West,Colorado,Grand Junction,81503,4/20/2015,4/21/2015,785.63,11,2809.87,90479,William
25264,Low,1,5.94,9.92,241,Amy Ellis Holder,Regular Air,Small Business,Office Supplies,Binders and Binder Accessories,Small Box,Storex Dura Pro™ Binders,0.38,United States,West,Colorado,Grand Junction,81503,5/26/2015,6/2/2015,-256.52,13,79.93,90480,William
25265,Low,2,125.99,3.0,241,Amy Ellis Holder,Regular Air,Small Business,Technology,Telephones and Communication,Small Box,270c,0.59,United States,West,Colorado,Grand Junction,81503,5/26/2015,5/26/2015,398.36,8,873.18,90480,William
18801,Medium,10,280.98,35.67,254,Brett Hawkins,Delivery Truck,Home Office,Furniture,Tables,Jumbo Box,Global Adaptabilities™ Conference Tables,0.66,United States,West,Colorado,Highlands Ranch,80126,6/10/2015,6/11/2015,-53.74,5,1332.82,86268,William
18011,Low,9,2.88,0.7,259,Edward Pugh,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 340,0.56,United States,West,New Mexico,Santa Fe,87505,1/19/2015,1/19/2015,5.75,10,26.38,85857,William
18770,Low,2,5.58,5.3,268,James Beck,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,Staples Brown Kraft Recycled Clasp Envelopes,0.35,United States,West,Arizona,Flagstaff,86001,4/7/2015,4/12/2015,-22.48,3,18.67,88941,William
18771,Low,3,40.89,18.98,268,James Beck,Regular Air,Home Office,Furniture,Office Furnishings,Small Box,Eldon Executive Woodline II Cherry Finish Desk Accessories,0.57,United States,West,Arizona,Flagstaff,86001,4/7/2015,4/14/2015,78.98,5,210.77,88941,William
23059,Low,9,35.94,6.66,269,Calvin Boyette,Regular Air,Home Office,Office Supplies,Envelopes,Small Box,"Tyvek ® Top-Opening Peel & Seel ® Envelopes, Gray",0.4,United States,West,Arizona,Gilbert,85234,6/5/2015,6/10/2015,144.29,6,209.12,88942,William
23060,Low,0,170.98,13.99,269,Calvin Boyette,Regular Air,Home Office,Furniture,Office Furnishings,Medium Box,Tenex Antistatic Computer Chair Mats,0.75,United States,West,Arizona,Gilbert,85234,6/5/2015,6/12/2015,888.15,7,1287.17,88942,William
23061,Low,9,4.98,7.44,269,Calvin Boyette,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1922,0.36,United States,West,Arizona,Gilbert,85234,6/5/2015,6/7/2015,-46.0,9,46.17,88942,William
21223,None,4,4.98,4.62,290,Sara O'Connor,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",0.64,United States,West,Colorado,Loveland,80538,3/25/2015,3/26/2015,-135.16,20,102.54,90837,William
5302,High,1,8.33,1.99,308,Glen Caldwell,Regular Air,Small Business,Technology,Computer Peripherals,Small Pack,"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",0.52,United States,West,Washington,Seattle,98115,2/14/2015,2/15/2015,10.74,32,280.62,37760,William
18032,None,9,7.38,5.21,317,Katherine Kearney,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Eldon® Expressions™ Wood Desk Accessories, Oak",0.56,United States,West,California,Lemon Grove,91945,6/17/2015,6/18/2015,-27.16,9,66.55,86041,William
18033,None,4,5.98,5.15,317,Katherine Kearney,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 193,0.36,United States,West,California,Lemon Grove,91945,6/17/2015,6/18/2015,-52.34,17,103.49,86041,William
18034,None,4,15.42,10.68,317,Katherine Kearney,Regular Air,Corporate,Office Supplies,Storage & Organization,Small Box,"Decoflex Hanging Personal Folder File, Blue",0.58,United States,West,California,Lemon Grove,91945,6/17/2015,6/18/2015,-119.94,12,192.18,86041,William
18262,Critical,9,6.28,5.29,335,Curtis O'Connell,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Eldon® 200 Class™ Desk Accessories, Burgundy",0.43,United States,West,Oregon,Medford,97504,5/4/2015,5/4/2015,-5.2,1,8.53,87277,William
19107,Low,8,4.89,4.93,353,Bonnie Chambers,Express Air,Home Office,Technology,Computer Peripherals,Small Pack,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",0.66,United States,West,Arizona,Glendale,85301,5/14/2015,5/14/2015,-165.45,17,84.76,89647,William
19108,Low,7,6.68,6.92,353,Bonnie Chambers,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1898,0.37,United States,West,Arizona,Glendale,85301,5/14/2015,5/21/2015,-141.12,16,104.84,89647,William
20760,Critical,7,124.49,51.94,357,Barbara McNamara,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,0.63,United States,West,Arizona,Kingman,86401,5/24/2015,5/25/2015,1074.44,14,1714.93,91131,William
24794,Low,9,19.23,6.15,369,Troy Moon,Express Air,Corporate,Furniture,Office Furnishings,Small Pack,"Executive Impressions 13"" Clairmont Wall Clock",0.44,United States,West,California,Oakland,94601,4/11/2015,4/13/2015,211.23,21,394.1,90292,William
18428,High,5,178.47,19.99,411,Carolyn Proctor,Express Air,Consumer,Office Supplies,Storage & Organization,Small Box,"Hot File® 7-Pocket, Floor Stand",0.55,United States,West,California,Oakland,94601,5/4/2015,5/7/2015,943.0,9,1531.31,87905,William
22355,High,2,15.28,1.99,428,Ernest Barber,Regular Air,Corporate,Technology,Computer Peripherals,Small Pack,"Memorex 4.7GB DVD+R, 3/Pack",0.42,United States,West,Nevada,Carson City,89701,1/15/2015,1/16/2015,163.16,15,236.46,88479,William
22356,High,0,85.99,3.3,428,Ernest Barber,Regular Air,Corporate,Technology,Telephones and Communication,Small Pack,Accessory20,0.37,United States,West,Nevada,Carson City,89701,1/15/2015,1/16/2015,-302.23,1,73.82,88479,William
25351,None,5,10.98,4.8,428,Ernest Barber,Regular Air,Corporate,Office Supplies,Envelopes,Small Box,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",0.36,United States,West,Nevada,Carson City,89701,3/3/2015,3/5/2015,90.62,22,243.11,88480,William
20851,High,3,15.99,11.28,451,Joyce Murray,Regular Air,Home Office,Technology,Office Machines,Medium Box,"210 Trimline Phone, White",0.38,United States,West,California,Los Altos,94024,4/10/2015,4/11/2015,-53.3,2,35.48,86010,William
21117,Critical,4,37.7,2.99,451,Joyce Murray,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Vinyl Sectional Post Binders,0.35,United States,West,California,Los Altos,94024,5/27/2015,5/28/2015,299.67,12,434.31,86012,William
18536,Low,1,8.88,6.28,451,Joyce Murray,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,GBC Instant Index™ System for Binding Systems,0.35,United States,West,California,Los Altos,94024,1/5/2015,1/10/2015,-15.46,2,19.86,86013,William
18537,Low,6,2.88,0.99,451,Joyce Murray,Regular Air,Home Office,Office Supplies,Labels,Small Box,Avery 514,0.36,United States,West,California,Los Altos,94024,1/5/2015,1/14/2015,16.05,8,23.26,86013,William
21118,Critical,1,55.99,5.0,452,Leslie Rowland,Regular Air,Home Office,Technology,Telephones and Communication,Small Pack,Accessory36,0.83,United States,West,California,Los Banos,93635,5/27/2015,5/28/2015,-235.9,1,51.83,86012,William
22318,None,3,29.34,7.87,453,George Terry,Regular Air,Corporate,Furniture,Office Furnishings,Small Box,"Seth Thomas 14"" Putty-Colored Wall Clock",0.54,United States,West,California,Los Gatos,95032,5/8/2015,5/10/2015,-41.32,1,32.4,86011,William
18467,Low,7,165.2,19.99,463,Debbie Stevenson,Regular Air,Small Business,Office Supplies,Storage & Organization,Small Box,Economy Rollaway Files,0.59,United States,West,California,West Hollywood,90069,1/14/2015,1/16/2015,521.69,7,1081.54,88061,William
20668,None,5,2.88,0.5,485,Edward Leonard,Regular Air,Corporate,Office Supplies,Labels,Small Box,Avery 49,0.36,United States,West,California,Fresno,93727,3/18/2015,3/20/2015,6.05,3,8.77,91062,William
18757,None,2,6.48,6.6,493,Douglas Buck,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 21,0.37,United States,West,Washington,Seatac,98158,1/20/2015,1/22/2015,-92.05,10,66.71,88906,William
18758,None,4,17.15,4.96,493,Douglas Buck,Regular Air,Consumer,Office Supplies,Storage & Organization,Small Box,Advantus Rolling Storage Box,0.58,United States,West,Washington,Seatac,98158,1/20/2015,1/21/2015,6.11,5,87.16,88906,William
19146,Medium,6,8.32,2.38,494,Jimmy Alston Holder,Regular Air,Consumer,Technology,Computer Peripherals,Small Pack,"Imation 3.5 IBM Formatted Diskettes, 10/Box",0.74,United States,West,Washington,Seattle,98115,5/15/2015,5/17/2015,-36.63,12,101.26,88905,William
19147,Medium,8,2.94,0.96,494,Jimmy Alston Holder,Regular Air,Consumer,Office Supplies,Pens & Art Supplies,Wrap Bag,Newell 343,0.58,United States,West,Washington,Seattle,98115,5/15/2015,5/17/2015,-2.12,6,17.4,88905,William
19450,Critical,1,4.98,6.07,494,Jimmy Alston Holder,Regular Air,Consumer,Office Supplies,Paper,Small Box,Xerox 1897,0.36,United States,West,Washington,Seattle,98115,2/10/2015,2/11/2015,-35.92,10,52.93,88907,William
18914,Critical,2,1360.14,14.7,494,Jimmy Alston Holder,Delivery Truck,Consumer,Technology,Office Machines,Jumbo Drum,Okidata ML395C Color Dot Matrix Printer,0.59,United States,West,Washington,Seattle,98115,6/20/2015,6/22/2015,3042.18,6,8637.44,88908,William
24046,None,2,9.06,9.86,494,Jimmy Alston Holder,Regular Air,Consumer,Office Supplies,Paper,Small Box,Southworth 25% Cotton Linen-Finish Paper & Envelopes,0.4,United States,West,Washington,Seattle,98115,6/20/2015,6/22/2015,-31.76,6,59.95,88908,William
19895,Low,2,48.04,5.09,510,Gregory Rao,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1910,0.37,United States,West,California,Manteca,95336,1/13/2015,1/13/2015,105.25,3,152.54,90058,William
20007,Critical,3,6.37,5.19,510,Gregory Rao,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",0.38,United States,West,California,Manteca,95336,2/1/2015,2/2/2015,-29.09,14,89.79,90059,William
23200,Medium,2,150.98,13.99,522,Aaron Riggs,Express Air,Small Business,Technology,Office Machines,Medium Box,Canon MP41DH Printing Calculator,0.38,United States,West,Oregon,Redmond,97756,6/22/2015,6/24/2015,26.1,3,480.37,89327,William
23201,Medium,10,5.43,0.95,522,Aaron Riggs,Regular Air,Small Business,Office Supplies,Paper,Wrap Bag,"Wirebound Message Book, 4 per Page",0.36,United States,West,Oregon,Redmond,97756,6/22/2015,6/24/2015,-2.58,1,5.76,89327,William
23202,Medium,1,179.29,29.21,522,Aaron Riggs,Delivery Truck,Small Business,Furniture,Tables,Jumbo Box,"Bevis Round Conference Table Top, X-Base",0.74,United States,West,Oregon,Redmond,97756,6/22/2015,6/23/2015,2800.12,21,3112.13,89327,William
22176,High,9,17.98,8.51,526,April Hu,Regular Air,Home Office,Technology,Office Machines,Medium Box,Canon P1-DHIII Palm Printing Calculator,0.4,United States,West,Arizona,Mesa,85204,5/25/2015,5/27/2015,-6.61,12,211.13,90026,William
20494,None,0,1.88,1.49,526,April Hu,Regular Air,Home Office,Office Supplies,Binders and Binder Accessories,Small Box,Staples® General Use 3-Ring Binders,0.37,United States,West,Arizona,Mesa,85204,1/17/2015,1/18/2015,-15.56,13,25.39,90027,William
20495,None,6,5.78,5.67,526,April Hu,Regular Air,Home Office,Office Supplies,Paper,Small Box,Xerox 1978,0.36,United States,West,Arizona,Mesa,85204,1/17/2015,1/18/2015,-108.19,15,87.27,90027,William
25806,None,2,7.1,6.05,549,Dennis Boykin Townsend,Regular Air,Corporate,Office Supplies,Binders and Binder Accessories,Small Box,"Wilson Jones Hanging View Binder, White, 1""",0.39,United States,West,New Mexico,Roswell,88201,1/20/2015,1/20/2015,-66.38,9,66.32,90908,William
2368,Medium,0,6.88,2.0,553,Kristine Connolly,Express Air,Home Office,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",0.39,United States,West,California,Los Angeles,90008,1/28/2015,1/29/2015,34.07,36,267.53,17155,William
349,None,7,2036.48,14.7,553,Kristine Connolly,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Lexmark 4227 Plus Dot Matrix Printer,0.55,United States,West,California,Los Angeles,90008,2/21/2015,2/21/2015,4073.25,25,43046.2,2433,William
1115,Low,1,4.98,7.44,553,Kristine Connolly,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1922,0.36,United States,West,California,Los Angeles,90008,4/15/2015,4/24/2015,-179.59,63,330.21,8165,William
64,Medium,8,124.49,51.94,553,Kristine Connolly,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,0.63,United States,West,California,Los Angeles,90008,6/18/2015,6/19/2015,-500.38,56,6831.37,359,William
18349,None,7,2036.48,14.7,555,Walter Young,Delivery Truck,Corporate,Technology,Office Machines,Jumbo Drum,Lexmark 4227 Plus Dot Matrix Printer,0.55,United States,West,Utah,Pleasant Grove,84062,2/21/2015,2/21/2015,6028.41,6,10331.09,86190,William
19115,Low,1,4.98,7.44,555,Walter Young,Regular Air,Corporate,Office Supplies,Paper,Small Box,Xerox 1922,0.36,United States,West,Utah,Pleasant Grove,84062,4/15/2015,4/24/2015,-161.63,16,83.86,86191,William
18064,Medium,8,124.49,51.94,555,Walter Young,Delivery Truck,Corporate,Furniture,Tables,Jumbo Box,Bevis 36 x 72 Conference Tables,0.63,United States,West,Utah,Pleasant Grove,84062,6/18/2015,6/19/2015,-250.19,14,1707.84,86192,William
20368,Medium,0,6.88,2.0,556,Kristina Sanders,Express Air,Home Office,Office Supplies,Paper,Wrap Bag,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",0.39,United States,West,Utah,Provo,84604,1/28/2015,1/29/2015,46.15,9,66.88,86189,William
20369,Medium,3,32.48,35.0,556,Kristina Sanders,Express Air,Home Office,Office Supplies,Storage & Organization,Large Box,Fellowes Neat Ideas® Storage Cubes,0.81,United States,West,Utah,Provo,84604,1/28/2015,1/28/2015,-1116.33,8,274.91,86189,William
26038,Low,6,7.99,5.03,570,Katharine Bass,Regular Air,Consumer,Technology,Telephones and Communication,Medium Box,Bell Sonecor JB700 Caller ID,0.6,United States,West,Nevada,Henderson,89015,1/13/2015,1/13/2015,-122.13,10,65.74,88881,William
21325,Low,6,4.48,49.0,576,Gordon Lyon,Regular Air,Corporate,Office Supplies,Appliances,Large Box,Hoover Portapower™ Portable Vacuum,0.6,United States,West,California,Pomona,91767,1/13/2015,1/17/2015,-566.0,4,32.6,88645,William
20929,None,2,35.99,5.0,603,Gretchen Ball,Regular Air,Home Office,Technology,Telephones and Communication,Small Box,Accessory27,0.85,United States,West,Colorado,Pueblo,81001,2/3/2015,2/5/2015,-120.93,7,227.79,87020,William
